Last Name,First Name,Real Last,Real First,Alternate Names?,Nationality,Jewish?,Gender,Links for Further Info,Known for,Fields,Import (1=lowest 5=highest),Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Studied With,Studied With/At,Studied With,Studied With,Studied With,Studied With,Studied With,Studied With,Studied At,Type,Language,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Third Location,Third Latitude,Third Longitude,Fourth Location,Fourth Latitude,Fourth Longitude,Fifth Location,Fifth Latitude,Fifth Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role
Baratoff,Paul,Baratov,Ben Tsvi,"Pavel Baratoff, Ben-Zvi Baratoff",Russian,y,m,https://books.google.com/books?id=ABnQTU7xYJ8C&pg=PA311&lpg=PA311&dq=ben+zvi+baratoff&source=bl&ots=vNSD1bmyoM&sig=7WcFEOVl2dvjJmWYsZ3_O7hrqhA&hl=en&sa=X&ei=VqeRVZH4FsqWygTm15qYDQ&ved=0CDMQ6AEwBA#v=onepage&q=ben%20zvi%20baratoff&f=false,"Russian actor, Yiddish actor, German actor","Theater, Film, Acting",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,Théâtre le Temple,Actor,Yiddish,Paris,48.856614,2.352222,,,,Moscow Art Theater,Actor,Russian,Moscow,55.755826,37.617301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moyshe Scheidow,Performed with,Erwin Piscator,Performed with,Maurice Schwartz,Performed with,Osip Dimov,Director,Edgar G. Ulmer,Director,Leah Naomi,Director,Reuven Vendorf,Director,Joseph Buloff,Performed with,Baruch Lumet,Performed with,Luba Kadison,Performed with,Jacob Ben-Ami,Performed with,Bertha Gersten,Performed with,Paul Muni,Performed with,Avrom Taytlboym,Performed with,Yankev Mestel,Performed with,Chaim Shniur,Performed with,Julius Adler,Performed with,Luther Adler,Performed with,Noah Nachbush,Performed with,Zvi Scooler,Performed with,Celia Adler,Performed with,Sam Leve,Performed with,Joseph Green,Performed with,Meir Melman,Performed with,Mina Deutsch,Performed with,Lidia Pototska,Performed with,Bela Belarina,Performed with,Khavel Buzgan,Performed with,Itzikl Goldnberg,Performed with,Sasha Lipovski,Performed with,Meir Melman,Performed with,Leola Vendorf,Performed with,Molly Pickus,Performed with,Fela Biro,Performed with,Ester Neroslavska,Performed with,A. Sandu,Performed with,Klara Segalovitch,Performed with,Daniel Shapiro,Performed with,Leonid Sniegov,Performed with,Ester Orzevskaya,Performed with,Fraym Sorkin,Director,Helen Zelinskaya,Performed with,Charlotte Goldstein Chafran,Performed with,Mordechai Yachson,Performed with,Moyshe Zilbershteyn,Performed with,Konstantin Stanislavsky,Performed with,Vsevolod Meyerhold,Performed with,Moyshe Burstin,Performed with,Benjamin Fishbein,"Performed with, Director",Louis Weisberg,Performed with,Alex Chertov,Performed with,Olya Libert-Lubotsky,Performed with,Moyshe Schneidow,Performed with,Boris Aronson,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barrymore,Ethel,,,,American,n,f,https://en.wikipedia.org/wiki/Ethel_Barrymore,"American theater, film, and television actor","Theater, Film, TV, Acting",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolf Barzel,Performed with,Sanford Meisner,Performed with,Henry Irving,Performed with,John Barrymore,Performed with,Lionel Barrymore,Performed with,Alfred Hitchcock,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beatty,Warren,,,,American,n,m,https://en.wikipedia.org/wiki/Warren_Beatty,"American film and television actor, director, producer","Film, TV, Acting, Producing",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Buloff,Performed with,Diane Keaton,Performed with,Jack Nicholson,Performed with,Gene Hackman,Performed with,Vivien Leigh,Performed with,Lotte Lenya,Performed with,Angela Lansbury,Performed with,Faye Dunaway,Performed with,Gene Hackman,Performed with,Elizabeth Taylor,Performed with,Mike Nichols,Performed with,Stella Adler,Performed with,Elia Kazan,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bel Geddes,Norman,,,,American,n,m,https://en.wikipedia.org/wiki/Norman_Bel_Geddes,Theater Designer,"Theater, Design",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baruch Lumet,Designer,Sidney Lumet,"Designer, Producer",Max Reinhardt,Designer,Kurt Weill,Designer,Charles Adler,Designer,Benjamin Zemach,Designer,Lotte Lenya,Designer,Cecil. B. DeMille,Designer,Sidney Kingsley,Producer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belafonte,Harry,,,,American,n,m,https://en.wikipedia.org/wiki/Harry_Belafonte,"American singer, songwriter, and film actor and activist","Music, Acting, Film, Activism",4,,,,,,,,,,,,,,,,,Stella Adler,Erwin Piscator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ida Kaminska,Performed with,Zero Mostel,Performed with,Ján Kadár,Performed with,Bob Dylan,Performed with,Julie Andrews,Performed with,Lena Horne,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belasco,David,,,,American,y,m,https://en.wikipedia.org/wiki/David_Belasco,American theater producer and director,"Theater, Directing, Producing",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Bergrin,Director,Cecil DeMille,Director,Helen Hayes,Director,Lionel Barrymore,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berg,Judith,,, ,"EE Jewish, American",y,f,http://www.nytimes.com/1992/08/29/obituaries/judith-berg-fibich-80-jewish-choreographer.html,Yiddish dancer and choreographer,"Theater, Dance",3,Felix Fibich,Wife,,,,,,,,,,,,,,,Mary Wigman,,,,,,,,,,,,,,,,,,,,,,,,,,Ararat,Choreographer,Yiddish,Lodz,51.759248,19.455983,,,,,,,,,,,,,Yung Teater,Choreographer,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henekh Kon,Choreographer,Mikhl Vaykhert,Choreographer,Shimon Dzigan,Choreographer,Yisroel Shumacher,Choreographer,Moyshe Broderzon,Choreographer,Szymon Syrkus,Choreographer,Andrzej Pronaszko,Choreographer,Lili Liliana,Choreographer,Isaac Samberg,Choreographer,Avrom Morevsky,Choreographer,Michał Waszyński,Performed with,Leon Liebgold,Choreographer,Dina Halpern,Choreographer,Moyshe Lipman,Choreographer,Alter Kacyzne,Choreographer,Gershon Lemberger,Choreographer,Meir Melman,Performed with,Jacob Rotbaum,Performed with,Ida Kaminska,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bergman,Ingrid,,,,Swedish,n,f,https://en.wikipedia.org/wiki/Ingrid_Bergman,American and Swedish film actor,"Film, Acting",5,,,,,,,,,,,,,,,,,Mikhail Chekhov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonid Sniegov,Performed with,Humphrey Bogart,Performed with,Cary Grant,Performed with,Alfred Hitchcock,Performed with,Bing Crosby,Performed with,Gary Cooper,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernhardt,Sarah,,,,French,y,f,https://en.wikipedia.org/wiki/Sarah_Bernhardt,French theater and film actor,"Theater, Film, Acting",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comédie Française,Actor,French,Paris,48.856601,2.33459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louise Lara,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beverly,Helen,,,,American,y,f,https://en.wikipedia.org/wiki/Helen_Beverley,Yiddish and American theater and film actor,"Theater, Film, Acting",3,Lee J. Cobb,Wife,,,,,,,,,,,,,,,Maria Ouspenskaya,Ruth St. Denis,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Ben-Ami,Performed with,Leah Naomi,Performed with,Peretz Hirschbein,Performed with,Edgar G. Ulmer,Performed with,Ruth St. Denis,Performed with,Maurice Schwartz,Performed with,Luba Kadison,Performed with,Dean Martin,Performed with,Reuven Vendorf,Performed with,Julius Adler,Performed with,Zvi Scooler,Performed with,Avrom Taytlboym,Performed with,Ester Neroslavska,Performed with,Jerome Robbins,Performed with,Fela Biro,Performed with,Dean Martin,Performed with,Benjamin Fishbein,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blumenfeld,Diana,,,,"EE Jewish, American",y,f,https://en.wikipedia.org/wiki/Diana_Blumenfeld,"Yiddish actor, singer, and pianist","Theater, Acting, Music",3,Yonas Turkow,Wife,Zygmunt Turkow,Sister-in-law,Yitzkhok Grudberg,Sister-in-law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester-Rokhl Kaminska Troupe,Actor,Yiddish,Odessa,46.482526,30.72331,Kiev,50.450101,30.523401,Minsk,53.900001,27.566667,52.229676,21.012229,21.012229,,,,FAKT,Actor,Yiddish,Krakow,50.064651,19.944981,Lodz,51.759248,19.455983,VYKT,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klara Segalovitch,Performed with,Moyshe Lipman,Performed with,Yonas Turkow,Performed with,Ruth Turkow,Performed with,Yankev Kurlender,Performed with,Helena Gotlib,Performed with,Zygmunt Turkow,Performed with,Adam Domb,Performed with,Ida Kaminska,Performed with,Henrik Tarlo,Performed with,Sonia Altboym,Performed with,Ester-Rokhl Kaminska,Performed with,Władysław Godik,Performed with,Yankev Mandlblit,Performed with,Pepi Urich,Performed with,Rose Shoshana,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bodenwieser,Gertrud,,,,"EE Jewish, Austrian",y,f,http://jwa.org/encyclopedia/article/bodenwieser-gertrud,Austrian dancer and choreographer,Dance,2,Friedrich Rosenthal,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanzgruppe Bodenwieser,Founder,German,Vienna,48.189588,16.312573,,,,,,,,,,,,,Max Reinhardt Seminar,Teacher,German,Vienna,48.189588,16.312573,,,,Imperial Academy of Music and the Performing Arts,Teacher,German,Vienna,48.189588,16.312573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friedrich Rosenthal,Performed with,Max Reinhardt,"Choreographer, Performed with",Claudia Vall,Teacher,Gertrud Kraus,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boleslavsky,Richard,Srzednicki,Boleslaw Ryszard,,"Polish, American",n,m,https://en.wikipedia.org/wiki/Richard_Boleslawski,"Polish and Russian actor and director, Yiddish theater teacher, American theater and film director","Theater, Acting, Film, Directing, Theater Education ",4,,,,,,,,,,,,,,,,,Konstantin Stanislavsky,Vladimir Nemirovich-Danchenko,,,,,,,,,,,,,,,,,,,,,,,,,Moscow Art Theater,Actor,Russian,Moscow,55.755826,37.617301,,,,,,,,,,,,,Teatr Polski,Actor,Polish,Warsaw,52.239448,21.015034,,,,Neighborhood Playhouse,Actor,English,New York,40.71534,-73.983561,American Laboratory Theatre,Founder,English,New York,40.763609,-73.981435,Yiddish Theater Society,Teacher,Yiddish,New York,40.715033,-73.984272,,,,,,,,,,,,,,,,,,,Konstantin Stanislavsky,Performed with,Vladimir Nemirovich-Danchenko ,Performed with,Gordon Craig,Performed with,Leon Schiller,Performed with / co-writer,Arnold Syzfman,Performed with,,,,,,,,,,,,,Mendl Elkin,"Colleague, Teacher",Peretz Hirschbein,Colleague,H. Leivick,Colleague,Dovid Pinski,Colleague,Maurice Schwartz,Colleague,Unzer Teater Studio,Teacher,Yankev Blayfer,"Teacher, Director",Stella Adler,Teacher,Sanford Meisner,Teacher,Maria Ouspenskaya,Co-founder,Ivan Lazereff,Colleague,John Garfield,Teacher,Unzer Teater,Advisor,Harold Clurman,Teacher,Stella Adler,Teacher,Lee Strasberg,Teacher,Jacob Bergrin,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boy-Żeleński,Tadeusz,Żeleński,Tadeusz Kamil Marcjan,,Polish,n,m,https://en.wikipedia.org/wiki/Tadeusz_Boy-Żeleński,"Polish playwright, poet, translator, and theater critic","Theater, Playwriting, Literature, Criticism",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zielony Balonik,"Writer, Founder",Polish,Krakow,50.064651,19.944981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karol Frycz,"Writer, Co-founder",Juliusz Osterwa,"Writer, Co-founder",Leon Schiller,"Writer, Co-founder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brecher,Egon,,,,"Czechoslovakian, American",y,m,https://en.wikipedia.org/wiki/Egon_Brecher,"Austrian actor and director, Yiddish director, American theater and film actor","Theater, Acting, Directing, Film",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unzer Teater,Actor,Yiddish,"Bronx, New York",40.844782,-73.864827,,,,,,,,,,,,,Folksbiene,Director,Yiddish,New York,40.718289,-73.991127,,,,Stadts Theater Vienna,Director,German,Vienna,48.189588,16.312573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Jarno,Performed with,Mendl Elkin,Performed with,Bela Belarina,Performed with,Jacob Ben-Ami,Performed with,Eva Le Gallienne,Performed with,Joseph Schildkraut,Performed with,Lionel Barrymore,Performed with,Alfred Hitchcock,Performed with,Laurence Olivier,Performed with,Joan Fontaine,Performed with,Reginald Denny,Performed with,Nigel Bruce,Performed with,Dolores del Rio,Performed with,Humphrey Bogart,Performed with,,,,,,,Yankev Blayfer,Performed with,Boris Aronson,Performed with,Joseph Green,Performed with,Chaim Shniur,Performed with,J. Edward Bromberg,Performed with,Howard Da Silva,Performed with,Jacob Bergrin,Performed with,Dovid Herman,Co-Founder,Adolf Bell,Director,Freie Jüdische Volksbühne,Director,Klara Meisels,Director,Yankev Mestel,Director,Mina Deutsch,Director,Ben-Tsiyon Segal,"Director, Teacher",Isaac Deutsch,Director,Simkhe Natan,Director,Lidia Pototska,Director,Lea Weintraub-Graf,Performed with/Co-Founder,Mina Deutsch,Performed with/Co-Founder,Isaac Deutsch,Performed with/Co-Founder,Itzikl Goldnberg,Performed with,Hanoch Mayer,Director,Wolf Barzel,Director,Leonid Sniegov,Director,Alexander Granovsky,Director,"Stadts Theater, Vienna",Director,Peretz Hirschbein,Performed with,H. Leivick,Colleague,Dovid Pinski,Performed with,Rudolph Schildkraut,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brecht,Bertolt,,,,German,n,m,https://en.wikipedia.org/wiki/Bertolt_Brecht,"German playwright, director, and poet","Theater, Directing, Literature, Playwriting",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helene Weigel,Director,Erwin Piscator,Dramaturg,Kurt Weill,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breitman,Paul,Breytman,Pesakh,,EE Jewish,y,m,,Yiddish actor and director,"Theater, Acting, Directing",1,Natan Breitman,Brother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cape Jewish Dramatic Society,Actor/Producer,Yiddish,Cape Town,-33.924869,18.424055,,,,,,,,,,,,,Breitman-Teffner Yiddish Theater Company,Director,Yiddish,Johannesburg,-26.204103,28.047305,,,,Unzer teater (Vilna),Actor,Yiddish,Vilna,54.687156,25.279651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natan Breitman,Performed with,Hertz Grosbard,Director,Mina Deutsch,Performed with,Simkhe Natan,Performed with,Klara Meisels,Performed with,Ben-Tsiyon Segal,Performed with,Isaac Deutsch,Performed with,Lea Weintraub-Graf,Performed with,Ida Kaminska,Performed with,Yitzkhok Dogim,Performed with,Dina Halpern,Performed with,Yonas Turkow,Performed with,Avrom Morevsky,Performed with,Zygmunt Turkow,Performed with,A. Sandu,Performed with,Leyzer Zhelazo,Performed with,Moyshe Lipman,Performed with,Zina Rapel,Performed with,Shloyme Krause,Performed with,Baruch Lumet,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bromberg,J. Edward,,,,"EE Jewish, American",y,m,https://en.wikipedia.org/wiki/J._Edward_Bromberg,American theater and film actor,"Theater, Film, Acting",4,,,,,,,,,,,,,,,,,Leo Bulgakov,,,,,,,,,,,,,,,,,,,,,,,,,,Group Theater,Actor,English,New York,40.759288,73.989019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Ben-Ami,Performed with,Egon Brecher,Performed with,Howard Da Silva,Performed with,Eva Le Gallienne,Performed with,Lee Strasberg,Performed with,Harold Clurman,Performed with,Elia Kazan,Performed with,Cheryl Crawford,Performed with,Stella Adler,Performed with,Luther Adler,Performed with,John Garfield,Performed with,Howard Da Silva,Performed with,Clifford Odets,Performed with,Morris Carnovsky,Performed with,Sanford Meisner,Performed with,Lee J. Cobb,Performed with,Sidney Kingsley,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burstin,Moyshe,,,,EE Jewish,y,m,http://www.museumoffamilyhistory.com/yt/lex/B/burstin-moshe.htm,Yiddish actor and director,"Acting, Theater, Directing",1,,,,,,,,,,,,,,,,,Mendele Moykher Sforim,,,,,,,,,,,,,,,,,,,,,,,,,,Théâtre le Temple,"Founder, Director",Yiddish,Paris,48.856614,2.352222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shloyme Krause,Performed with,Itzikl Goldnberg,Performed with,Boris Thomashefsky,Performed with,Paul Baratoff,Director,Leonid Sniegov,Director,Isaac Samberg,Director,Lidia Pototska,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnovsky,Morris,,,,American,y,m,https://en.wikipedia.org/wiki/Morris_Carnovsky,"Yiddish actor, American theater and film actor","Theater, Film, Acting",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theatre Guild,Actor,English,New York,40.718289,-73.991127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Ben-Ami,Performed with,Joseph Buloff,Performed with,Harold Clurman,Performed with,Lee Strasberg,Performed with,Elia Kazan,Performed with,Cheryl Crawford,Performed with,John Garfield,Performed with,Luther Adler,Performed with,Sanford Meisner,Performed with,Clifford Odets,Performed with,Paul Muni,Performed with,George Gershwin,Performed with,Humphrey Bogart,Performed with,Sidney Lumet,Performed with,Katherin Hepburn,Performed with,J. Edward Bromberg,Performed with,Howard Da Silva,Performed with,Lee J. Cobb,Performed with,Mark Schweid,Performed with,Martin Ritt,Performed with,Sidney Kingsley,Performed with,Rod Steiger,Performed with,Stella Adler,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chagall,Marc,Shagal,Moyshe,"Movsha Shagalov, Moyshe Segal","EE Jewish, French",y,m,https://en.wikipedia.org/wiki/Marc_Chagall,"Jewish Artist, Yiddish theater designer","Art, Set Design",5,,,,,,,,,,,,,,,,,Herman Struck, Léon Bakst,Jean Metzinger,,,,,,,,,,,,,,,,,,,,,,,,GOSET,Designer,Yiddish,Moscow,55.755826,37.617301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Granovsky,Designer,Natan Altman,Colleague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charisse,Cyd,,,,American,n,f,https://en.wikipedia.org/wiki/Cyd_Charisse,"American film, theater, and television actor and dancer","Film, TV, Theater, Acting, Dance",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ballet Russe de Monte Carlo,Performed with,French,Paris,48.856614,2.352222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Buloff,Performed with,Fred Astaire,Performed with,Leonid Sniegov,Performed with,Leola Vendorf,Performed with,Reuven Vendorf,Performed with,Gene Kelly,Performed with,Ginger Rogers,Performed with,Marilyn Monroe,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chomsky,Marvin,,,,American,y,m,https://en.wikipedia.org/wiki/Marvin_J._Chomsky,American television and film director,"TV, Film, Directing",2,,,,,,,,,,,,,,,,,Baruch Lumet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanessa Redgrave,Director,Catherine Zeta-Jones,Director,William Shatner,Director,Leonard Nimoy,Director,Charlton Heston,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
